# Incidents,Incident Reported Month,Incident Reported Quarter,Incident Reported Year,Neighbourhood Description (Occurrence),UCR Violation Type Group (Incident)
1,8,Q3,2011,MITCHELL INDUSTRIAL,Theft From Vehicle
2,11,Q4,2011,MITCHELL INDUSTRIAL,Theft From Vehicle
1,12,Q4,2011,MITCHELL INDUSTRIAL,Theft From Vehicle
1,3,Q1,2011,MITCHELL INDUSTRIAL,Theft Of Vehicle
2,11,Q4,2011,MITCHELL INDUSTRIAL,Theft Of Vehicle
1,5,Q2,2011,MITCHELL INDUSTRIAL,Theft Over $5000
2,1,Q1,2011,MONTROSE,Assault
2,2,Q1,2011,MONTROSE,Assault
2,3,Q1,2011,MONTROSE,Assault
6,4,Q2,2011,MONTROSE,Assault
2,5,Q2,2011,MONTROSE,Assault
7,6,Q2,2011,MONTROSE,Assault
8,7,Q3,2011,MONTROSE,Assault
5,8,Q3,2011,MONTROSE,Assault
4,9,Q3,2011,MONTROSE,Assault
7,10,Q4,2011,MONTROSE,Assault
3,11,Q4,2011,MONTROSE,Assault
6,12,Q4,2011,MONTROSE,Assault
1,2,Q1,2011,MONTROSE,Break and Enter
1,3,Q1,2011,MONTROSE,Break and Enter
7,4,Q2,2011,MONTROSE,Break and Enter
4,5,Q2,2011,MONTROSE,Break and Enter
1,6,Q2,2011,MONTROSE,Break and Enter
4,7,Q3,2011,MONTROSE,Break and Enter
1,8,Q3,2011,MONTROSE,Break and Enter
3,9,Q3,2011,MONTROSE,Break and Enter
2,10,Q4,2011,MONTROSE,Break and Enter
8,11,Q4,2011,MONTROSE,Break and Enter
3,12,Q4,2011,MONTROSE,Break and Enter
1,1,Q1,2011,MONTROSE,Robbery
1,2,Q1,2011,MONTROSE,Robbery
1,3,Q1,2011,MONTROSE,Robbery
1,4,Q2,2011,MONTROSE,Robbery
1,6,Q2,2011,MONTROSE,Robbery
1,8,Q3,2011,MONTROSE,Robbery
1,9,Q3,2011,MONTROSE,Robbery
2,11,Q4,2011,MONTROSE,Robbery
1,12,Q4,2011,MONTROSE,Robbery
1,2,Q1,2011,MONTROSE,Sexual Assaults
1,5,Q2,2011,MONTROSE,Sexual Assaults
1,6,Q2,2011,MONTROSE,Sexual Assaults
5,7,Q3,2011,MONTROSE,Sexual Assaults
1,8,Q3,2011,MONTROSE,Sexual Assaults
1,10,Q4,2011,MONTROSE,Sexual Assaults
1,11,Q4,2011,MONTROSE,Sexual Assaults
4,1,Q1,2011,MONTROSE,Theft From Vehicle
6,3,Q1,2011,MONTROSE,Theft From Vehicle
5,4,Q2,2011,MONTROSE,Theft From Vehicle
3,5,Q2,2011,MONTROSE,Theft From Vehicle
5,6,Q2,2011,MONTROSE,Theft From Vehicle
6,7,Q3,2011,MONTROSE,Theft From Vehicle
3,8,Q3,2011,MONTROSE,Theft From Vehicle
4,9,Q3,2011,MONTROSE,Theft From Vehicle
11,10,Q4,2011,MONTROSE,Theft From Vehicle
5,11,Q4,2011,MONTROSE,Theft From Vehicle
7,12,Q4,2011,MONTROSE,Theft From Vehicle
3,1,Q1,2011,MONTROSE,Theft Of Vehicle
1,2,Q1,2011,MONTROSE,Theft Of Vehicle
2,3,Q1,2011,MONTROSE,Theft Of Vehicle
2,4,Q2,2011,MONTROSE,Theft Of Vehicle
6,5,Q2,2011,MONTROSE,Theft Of Vehicle
1,6,Q2,2011,MONTROSE,Theft Of Vehicle
3,7,Q3,2011,MONTROSE,Theft Of Vehicle
4,9,Q3,2011,MONTROSE,Theft Of Vehicle
4,10,Q4,2011,MONTROSE,Theft Of Vehicle
2,11,Q4,2011,MONTROSE,Theft Of Vehicle
10,12,Q4,2011,MONTROSE,Theft Of Vehicle
1,8,Q3,2011,MONTROSE,Theft Over $5000
1,10,Q4,2011,MONTROSE,Theft Over $5000
1,11,Q4,2011,MONTROSE,Theft Over $5000
1,9,Q3,2011,MORIN INDUSTRIAL,Assault
1,11,Q4,2011,MORIN INDUSTRIAL,Assault
1,1,Q1,2011,MORIN INDUSTRIAL,Break and Enter
1,5,Q2,2011,MORIN INDUSTRIAL,Break and Enter
2,9,Q3,2011,MORIN INDUSTRIAL,Break and Enter
1,12,Q4,2011,MORIN INDUSTRIAL,Break and Enter
1,1,Q1,2011,MORIN INDUSTRIAL,Theft From Vehicle
1,2,Q1,2011,MORIN INDUSTRIAL,Theft From Vehicle
1,3,Q1,2011,MORIN INDUSTRIAL,Theft From Vehicle
3,4,Q2,2011,MORIN INDUSTRIAL,Theft From Vehicle
2,5,Q2,2011,MORIN INDUSTRIAL,Theft From Vehicle
3,6,Q2,2011,MORIN INDUSTRIAL,Theft From Vehicle
4,8,Q3,2011,MORIN INDUSTRIAL,Theft From Vehicle
1,9,Q3,2011,MORIN INDUSTRIAL,Theft From Vehicle
4,12,Q4,2011,MORIN INDUSTRIAL,Theft From Vehicle
1,1,Q1,2011,MORIN INDUSTRIAL,Theft Of Vehicle
1,4,Q2,2011,MORIN INDUSTRIAL,Theft Of Vehicle
1,5,Q2,2011,MORIN INDUSTRIAL,Theft Of Vehicle
1,6,Q2,2011,MORIN INDUSTRIAL,Theft Of Vehicle
2,8,Q3,2011,MORIN INDUSTRIAL,Theft Of Vehicle
6,9,Q3,2011,MORIN INDUSTRIAL,Theft Of Vehicle
1,10,Q4,2011,MORIN INDUSTRIAL,Theft Of Vehicle
1,12,Q4,2011,MORIN INDUSTRIAL,Theft Of Vehicle
1,1,Q1,2011,MORRIS INDUSTRIAL,Break and Enter
1,3,Q1,2011,MORRIS INDUSTRIAL,Break and Enter
1,7,Q3,2011,MORRIS INDUSTRIAL,Break and Enter
2,11,Q4,2011,MORRIS INDUSTRIAL,Break and Enter
1,7,Q3,2011,MORRIS INDUSTRIAL,Theft From Vehicle
1,9,Q3,2011,MORRIS INDUSTRIAL,Theft From Vehicle
1,10,Q4,2011,MORRIS INDUSTRIAL,Theft From Vehicle
1,11,Q4,2011,MORRIS INDUSTRIAL,Theft From Vehicle
1,11,Q4,2011,MORRIS INDUSTRIAL,Theft Of Vehicle
1,12,Q4,2011,MORRIS INDUSTRIAL,Theft Of Vehicle
1,12,Q4,2011,MORRIS INDUSTRIAL,Theft Over $5000
1,1,Q1,2011,NEWTON,Assault
1,4,Q2,2011,NEWTON,Assault
4,5,Q2,2011,NEWTON,Assault
3,7,Q3,2011,NEWTON,Assault
3,8,Q3,2011,NEWTON,Assault
1,9,Q3,2011,NEWTON,Assault
3,10,Q4,2011,NEWTON,Assault
3,11,Q4,2011,NEWTON,Assault
2,12,Q4,2011,NEWTON,Assault
1,1,Q1,2011,NEWTON,Break and Enter
4,3,Q1,2011,NEWTON,Break and Enter
5,4,Q2,2011,NEWTON,Break and Enter
3,6,Q2,2011,NEWTON,Break and Enter
1,8,Q3,2011,NEWTON,Break and Enter
1,9,Q3,2011,NEWTON,Break and Enter
1,10,Q4,2011,NEWTON,Break and Enter
1,12,Q4,2011,NEWTON,Break and Enter
1,7,Q3,2011,NEWTON,Robbery
1,3,Q1,2011,NEWTON,Sexual Assaults
1,8,Q3,2011,NEWTON,Sexual Assaults
1,1,Q1,2011,NEWTON,Theft From Vehicle
2,2,Q1,2011,NEWTON,Theft From Vehicle
3,3,Q1,2011,NEWTON,Theft From Vehicle
3,4,Q2,2011,NEWTON,Theft From Vehicle
4,6,Q2,2011,NEWTON,Theft From Vehicle
2,7,Q3,2011,NEWTON,Theft From Vehicle
2,9,Q3,2011,NEWTON,Theft From Vehicle
2,10,Q4,2011,NEWTON,Theft From Vehicle
4,11,Q4,2011,NEWTON,Theft From Vehicle
1,12,Q4,2011,NEWTON,Theft From Vehicle
1,2,Q1,2011,NEWTON,Theft Of Vehicle
1,3,Q1,2011,NEWTON,Theft Of Vehicle
3,5,Q2,2011,NEWTON,Theft Of Vehicle
1,6,Q2,2011,NEWTON,Theft Of Vehicle
1,7,Q3,2011,NEWTON,Theft Of Vehicle
2,11,Q4,2011,NEWTON,Theft Of Vehicle
1,7,Q3,2011,NORTH GLENORA,Assault
1,10,Q4,2011,NORTH GLENORA,Assault
1,11,Q4,2011,NORTH GLENORA,Assault
5,1,Q1,2011,NORTH GLENORA,Break and Enter
1,8,Q3,2011,NORTH GLENORA,Break and Enter
1,12,Q4,2011,NORTH GLENORA,Robbery
1,11,Q4,2011,NORTH GLENORA,Sexual Assaults
2,4,Q2,2011,NORTH GLENORA,Theft From Vehicle
1,5,Q2,2011,NORTH GLENORA,Theft From Vehicle
3,7,Q3,2011,NORTH GLENORA,Theft From Vehicle
1,8,Q3,2011,NORTH GLENORA,Theft From Vehicle
1,9,Q3,2011,NORTH GLENORA,Theft From Vehicle
1,10,Q4,2011,NORTH GLENORA,Theft From Vehicle
1,11,Q4,2011,NORTH GLENORA,Theft From Vehicle
1,12,Q4,2011,NORTH GLENORA,Theft From Vehicle
1,4,Q2,2011,NORTH GLENORA,Theft Of Vehicle
1,5,Q2,2011,NORTH GLENORA,Theft Of Vehicle
1,12,Q4,2011,NORTH GLENORA,Theft Of Vehicle
2,1,Q1,2011,NORTHMOUNT,Assault
1,2,Q1,2011,NORTHMOUNT,Assault
1,3,Q1,2011,NORTHMOUNT,Assault
2,4,Q2,2011,NORTHMOUNT,Assault
2,5,Q2,2011,NORTHMOUNT,Assault
1,8,Q3,2011,NORTHMOUNT,Assault
3,9,Q3,2011,NORTHMOUNT,Assault
2,11,Q4,2011,NORTHMOUNT,Assault
2,1,Q1,2011,NORTHMOUNT,Break and Enter
1,3,Q1,2011,NORTHMOUNT,Break and Enter
1,4,Q2,2011,NORTHMOUNT,Break and Enter
1,7,Q3,2011,NORTHMOUNT,Break and Enter
2,8,Q3,2011,NORTHMOUNT,Break and Enter
1,9,Q3,2011,NORTHMOUNT,Break and Enter
3,11,Q4,2011,NORTHMOUNT,Break and Enter
1,12,Q4,2011,NORTHMOUNT,Break and Enter
1,4,Q2,2011,NORTHMOUNT,Robbery
2,10,Q4,2011,NORTHMOUNT,Robbery
1,11,Q4,2011,NORTHMOUNT,Sexual Assaults
2,1,Q1,2011,NORTHMOUNT,Theft From Vehicle
1,2,Q1,2011,NORTHMOUNT,Theft From Vehicle
1,3,Q1,2011,NORTHMOUNT,Theft From Vehicle
1,4,Q2,2011,NORTHMOUNT,Theft From Vehicle
6,5,Q2,2011,NORTHMOUNT,Theft From Vehicle
3,6,Q2,2011,NORTHMOUNT,Theft From Vehicle
1,7,Q3,2011,NORTHMOUNT,Theft From Vehicle
7,8,Q3,2011,NORTHMOUNT,Theft From Vehicle
1,12,Q4,2011,NORTHMOUNT,Theft From Vehicle
3,1,Q1,2011,NORTHMOUNT,Theft Of Vehicle
2,2,Q1,2011,NORTHMOUNT,Theft Of Vehicle
5,5,Q2,2011,NORTHMOUNT,Theft Of Vehicle
3,6,Q2,2011,NORTHMOUNT,Theft Of Vehicle
1,9,Q3,2011,NORTHMOUNT,Theft Of Vehicle
1,10,Q4,2011,NORTHMOUNT,Theft Of Vehicle
2,11,Q4,2011,NORTHMOUNT,Theft Of Vehicle
1,11,Q4,2011,NORTHMOUNT,Theft Over $5000
1,3,Q1,2011,NORWESTER INDUSTRIAL,Assault
1,5,Q2,2011,NORWESTER INDUSTRIAL,Break and Enter
1,7,Q3,2011,NORWESTER INDUSTRIAL,Break and Enter
2,10,Q4,2011,NORWESTER INDUSTRIAL,Break and Enter
1,4,Q2,2011,NORWESTER INDUSTRIAL,Theft From Vehicle
1,8,Q3,2011,NORWESTER INDUSTRIAL,Theft From Vehicle
1,2,Q1,2011,NORWESTER INDUSTRIAL,Theft Of Vehicle
1,5,Q2,2011,NORWESTER INDUSTRIAL,Theft Of Vehicle
1,1,Q1,2011,NORWESTER INDUSTRIAL,Theft Over $5000
6,1,Q1,2011,Not Entered,Assault
12,2,Q1,2011,Not Entered,Assault
6,3,Q1,2011,Not Entered,Assault
5,4,Q2,2011,Not Entered,Assault
14,5,Q2,2011,Not Entered,Assault
11,6,Q2,2011,Not Entered,Assault
9,7,Q3,2011,Not Entered,Assault
13,8,Q3,2011,Not Entered,Assault
9,9,Q3,2011,Not Entered,Assault
9,10,Q4,2011,Not Entered,Assault
12,11,Q4,2011,Not Entered,Assault
8,12,Q4,2011,Not Entered,Assault
1,3,Q1,2011,Not Entered,Break and Enter
3,4,Q2,2011,Not Entered,Break and Enter
2,5,Q2,2011,Not Entered,Break and Enter
3,6,Q2,2011,Not Entered,Break and Enter
2,7,Q3,2011,Not Entered,Break and Enter
2,8,Q3,2011,Not Entered,Break and Enter
3,9,Q3,2011,Not Entered,Break and Enter
2,10,Q4,2011,Not Entered,Break and Enter
2,11,Q4,2011,Not Entered,Break and Enter
4,12,Q4,2011,Not Entered,Break and Enter
2,1,Q1,2011,Not Entered,Homicide
1,2,Q1,2011,Not Entered,Homicide
1,12,Q4,2011,Not Entered,Homicide
2,1,Q1,2011,Not Entered,Robbery
4,2,Q1,2011,Not Entered,Robbery
4,3,Q1,2011,Not Entered,Robbery
5,4,Q2,2011,Not Entered,Robbery
4,5,Q2,2011,Not Entered,Robbery
2,6,Q2,2011,Not Entered,Robbery
5,7,Q3,2011,Not Entered,Robbery
3,8,Q3,2011,Not Entered,Robbery
2,9,Q3,2011,Not Entered,Robbery
1,10,Q4,2011,Not Entered,Robbery
3,12,Q4,2011,Not Entered,Robbery
12,1,Q1,2011,Not Entered,Sexual Assaults
10,2,Q1,2011,Not Entered,Sexual Assaults
19,3,Q1,2011,Not Entered,Sexual Assaults
15,4,Q2,2011,Not Entered,Sexual Assaults
18,5,Q2,2011,Not Entered,Sexual Assaults
13,6,Q2,2011,Not Entered,Sexual Assaults
7,7,Q3,2011,Not Entered,Sexual Assaults
20,8,Q3,2011,Not Entered,Sexual Assaults
12,9,Q3,2011,Not Entered,Sexual Assaults
10,10,Q4,2011,Not Entered,Sexual Assaults
13,11,Q4,2011,Not Entered,Sexual Assaults
8,12,Q4,2011,Not Entered,Sexual Assaults
4,1,Q1,2011,Not Entered,Theft From Vehicle
3,2,Q1,2011,Not Entered,Theft From Vehicle
7,3,Q1,2011,Not Entered,Theft From Vehicle
13,4,Q2,2011,Not Entered,Theft From Vehicle
5,5,Q2,2011,Not Entered,Theft From Vehicle
8,6,Q2,2011,Not Entered,Theft From Vehicle
8,7,Q3,2011,Not Entered,Theft From Vehicle
8,8,Q3,2011,Not Entered,Theft From Vehicle
2,9,Q3,2011,Not Entered,Theft From Vehicle
7,10,Q4,2011,Not Entered,Theft From Vehicle
5,11,Q4,2011,Not Entered,Theft From Vehicle
9,12,Q4,2011,Not Entered,Theft From Vehicle
2,1,Q1,2011,Not Entered,Theft Of Vehicle
2,2,Q1,2011,Not Entered,Theft Of Vehicle
3,3,Q1,2011,Not Entered,Theft Of Vehicle
6,5,Q2,2011,Not Entered,Theft Of Vehicle
6,6,Q2,2011,Not Entered,Theft Of Vehicle
1,7,Q3,2011,Not Entered,Theft Of Vehicle
6,8,Q3,2011,Not Entered,Theft Of Vehicle
4,9,Q3,2011,Not Entered,Theft Of Vehicle
7,10,Q4,2011,Not Entered,Theft Of Vehicle
1,11,Q4,2011,Not Entered,Theft Of Vehicle
7,12,Q4,2011,Not Entered,Theft Of Vehicle
1,1,Q1,2011,Not Entered,Theft Over $5000
2,3,Q1,2011,Not Entered,Theft Over $5000
2,6,Q2,2011,Not Entered,Theft Over $5000
1,7,Q3,2011,Not Entered,Theft Over $5000
2,8,Q3,2011,Not Entered,Theft Over $5000
1,4,Q2,2011,OGILVIE RIDGE,Break and Enter
1,10,Q4,2011,OGILVIE RIDGE,Break and Enter
1,3,Q1,2011,OGILVIE RIDGE,Theft From Vehicle
1,4,Q2,2011,OGILVIE RIDGE,Theft From Vehicle
2,7,Q3,2011,OGILVIE RIDGE,Theft From Vehicle
1,5,Q2,2011,OLESKIW,Assault
1,4,Q2,2011,OLESKIW,Robbery
1,2,Q1,2011,OLESKIW,Theft From Vehicle
1,5,Q2,2011,OLESKIW,Theft From Vehicle
3,6,Q2,2011,OLESKIW,Theft From Vehicle
1,8,Q3,2011,OLESKIW,Theft From Vehicle
2,10,Q4,2011,OLESKIW,Theft Of Vehicle
10,1,Q1,2011,OLIVER,Assault
12,2,Q1,2011,OLIVER,Assault
7,3,Q1,2011,OLIVER,Assault
4,4,Q2,2011,OLIVER,Assault
13,5,Q2,2011,OLIVER,Assault
13,6,Q2,2011,OLIVER,Assault
16,7,Q3,2011,OLIVER,Assault
16,8,Q3,2011,OLIVER,Assault
7,9,Q3,2011,OLIVER,Assault
7,10,Q4,2011,OLIVER,Assault
16,11,Q4,2011,OLIVER,Assault
13,12,Q4,2011,OLIVER,Assault
4,1,Q1,2011,OLIVER,Break and Enter
7,2,Q1,2011,OLIVER,Break and Enter
6,3,Q1,2011,OLIVER,Break and Enter
7,4,Q2,2011,OLIVER,Break and Enter
7,5,Q2,2011,OLIVER,Break and Enter
6,6,Q2,2011,OLIVER,Break and Enter
12,7,Q3,2011,OLIVER,Break and Enter
11,8,Q3,2011,OLIVER,Break and Enter
6,9,Q3,2011,OLIVER,Break and Enter
1,10,Q4,2011,OLIVER,Break and Enter
5,11,Q4,2011,OLIVER,Break and Enter
1,12,Q4,2011,OLIVER,Break and Enter
2,1,Q1,2011,OLIVER,Robbery
2,2,Q1,2011,OLIVER,Robbery
8,3,Q1,2011,OLIVER,Robbery
1,4,Q2,2011,OLIVER,Robbery
5,5,Q2,2011,OLIVER,Robbery
1,6,Q2,2011,OLIVER,Robbery
1,8,Q3,2011,OLIVER,Robbery
1,10,Q4,2011,OLIVER,Robbery
1,11,Q4,2011,OLIVER,Robbery
1,1,Q1,2011,OLIVER,Sexual Assaults
3,2,Q1,2011,OLIVER,Sexual Assaults
1,4,Q2,2011,OLIVER,Sexual Assaults
2,6,Q2,2011,OLIVER,Sexual Assaults
1,7,Q3,2011,OLIVER,Sexual Assaults
2,8,Q3,2011,OLIVER,Sexual Assaults
2,9,Q3,2011,OLIVER,Sexual Assaults
1,10,Q4,2011,OLIVER,Sexual Assaults
1,11,Q4,2011,OLIVER,Sexual Assaults
2,12,Q4,2011,OLIVER,Sexual Assaults
18,1,Q1,2011,OLIVER,Theft From Vehicle
13,2,Q1,2011,OLIVER,Theft From Vehicle
11,3,Q1,2011,OLIVER,Theft From Vehicle
19,4,Q2,2011,OLIVER,Theft From Vehicle
16,5,Q2,2011,OLIVER,Theft From Vehicle
14,6,Q2,2011,OLIVER,Theft From Vehicle
16,7,Q3,2011,OLIVER,Theft From Vehicle
11,8,Q3,2011,OLIVER,Theft From Vehicle
14,9,Q3,2011,OLIVER,Theft From Vehicle
14,10,Q4,2011,OLIVER,Theft From Vehicle
10,11,Q4,2011,OLIVER,Theft From Vehicle
6,12,Q4,2011,OLIVER,Theft From Vehicle
10,1,Q1,2011,OLIVER,Theft Of Vehicle
4,2,Q1,2011,OLIVER,Theft Of Vehicle
6,3,Q1,2011,OLIVER,Theft Of Vehicle
13,4,Q2,2011,OLIVER,Theft Of Vehicle
12,5,Q2,2011,OLIVER,Theft Of Vehicle
15,6,Q2,2011,OLIVER,Theft Of Vehicle
3,7,Q3,2011,OLIVER,Theft Of Vehicle
9,8,Q3,2011,OLIVER,Theft Of Vehicle
9,9,Q3,2011,OLIVER,Theft Of Vehicle
7,10,Q4,2011,OLIVER,Theft Of Vehicle
6,11,Q4,2011,OLIVER,Theft Of Vehicle
8,12,Q4,2011,OLIVER,Theft Of Vehicle
1,3,Q1,2011,OLIVER,Theft Over $5000
1,4,Q2,2011,OLIVER,Theft Over $5000
1,8,Q3,2011,OLIVER,Theft Over $5000
1,1,Q1,2011,ORMSBY PLACE,Assault
1,3,Q1,2011,ORMSBY PLACE,Assault
1,4,Q2,2011,ORMSBY PLACE,Assault
4,5,Q2,2011,ORMSBY PLACE,Assault
3,7,Q3,2011,ORMSBY PLACE,Assault
1,8,Q3,2011,ORMSBY PLACE,Assault
2,9,Q3,2011,ORMSBY PLACE,Assault
1,10,Q4,2011,ORMSBY PLACE,Assault
3,12,Q4,2011,ORMSBY PLACE,Assault
1,1,Q1,2011,ORMSBY PLACE,Break and Enter
1,3,Q1,2011,ORMSBY PLACE,Break and Enter
1,4,Q2,2011,ORMSBY PLACE,Break and Enter
1,6,Q2,2011,ORMSBY PLACE,Break and Enter
1,7,Q3,2011,ORMSBY PLACE,Break and Enter
1,8,Q3,2011,ORMSBY PLACE,Break and Enter
1,9,Q3,2011,ORMSBY PLACE,Break and Enter
3,10,Q4,2011,ORMSBY PLACE,Break and Enter
1,11,Q4,2011,ORMSBY PLACE,Break and Enter
1,7,Q3,2011,ORMSBY PLACE,Robbery
1,8,Q3,2011,ORMSBY PLACE,Robbery
1,9,Q3,2011,ORMSBY PLACE,Robbery
1,10,Q4,2011,ORMSBY PLACE,Robbery
2,11,Q4,2011,ORMSBY PLACE,Robbery
1,4,Q2,2011,ORMSBY PLACE,Sexual Assaults
1,10,Q4,2011,ORMSBY PLACE,Sexual Assaults
1,11,Q4,2011,ORMSBY PLACE,Sexual Assaults
1,2,Q1,2011,ORMSBY PLACE,Theft From Vehicle
6,3,Q1,2011,ORMSBY PLACE,Theft From Vehicle
7,4,Q2,2011,ORMSBY PLACE,Theft From Vehicle
1,5,Q2,2011,ORMSBY PLACE,Theft From Vehicle
1,7,Q3,2011,ORMSBY PLACE,Theft From Vehicle
1,9,Q3,2011,ORMSBY PLACE,Theft From Vehicle
3,10,Q4,2011,ORMSBY PLACE,Theft From Vehicle
2,12,Q4,2011,ORMSBY PLACE,Theft From Vehicle
1,1,Q1,2011,ORMSBY PLACE,Theft Of Vehicle
1,2,Q1,2011,ORMSBY PLACE,Theft Of Vehicle
1,5,Q2,2011,ORMSBY PLACE,Theft Of Vehicle
4,1,Q1,2011,OTTEWELL,Assault
3,2,Q1,2011,OTTEWELL,Assault
3,3,Q1,2011,OTTEWELL,Assault
4,4,Q2,2011,OTTEWELL,Assault
2,5,Q2,2011,OTTEWELL,Assault
2,6,Q2,2011,OTTEWELL,Assault
3,8,Q3,2011,OTTEWELL,Assault
1,9,Q3,2011,OTTEWELL,Assault
1,11,Q4,2011,OTTEWELL,Assault
1,2,Q1,2011,OTTEWELL,Break and Enter
2,3,Q1,2011,OTTEWELL,Break and Enter
2,4,Q2,2011,OTTEWELL,Break and Enter
3,5,Q2,2011,OTTEWELL,Break and Enter
4,6,Q2,2011,OTTEWELL,Break and Enter
4,7,Q3,2011,OTTEWELL,Break and Enter
1,8,Q3,2011,OTTEWELL,Break and Enter
2,9,Q3,2011,OTTEWELL,Break and Enter
1,12,Q4,2011,OTTEWELL,Break and Enter
1,8,Q3,2011,OTTEWELL,Robbery
2,10,Q4,2011,OTTEWELL,Robbery
1,11,Q4,2011,OTTEWELL,Robbery
1,2,Q1,2011,OTTEWELL,Sexual Assaults
1,4,Q2,2011,OTTEWELL,Sexual Assaults
1,5,Q2,2011,OTTEWELL,Sexual Assaults
1,1,Q1,2011,OTTEWELL,Theft From Vehicle
2,3,Q1,2011,OTTEWELL,Theft From Vehicle
5,4,Q2,2011,OTTEWELL,Theft From Vehicle
3,5,Q2,2011,OTTEWELL,Theft From Vehicle
5,6,Q2,2011,OTTEWELL,Theft From Vehicle
4,7,Q3,2011,OTTEWELL,Theft From Vehicle
2,8,Q3,2011,OTTEWELL,Theft From Vehicle
4,9,Q3,2011,OTTEWELL,Theft From Vehicle
1,10,Q4,2011,OTTEWELL,Theft From Vehicle
1,11,Q4,2011,OTTEWELL,Theft From Vehicle
2,12,Q4,2011,OTTEWELL,Theft From Vehicle
1,2,Q1,2011,OTTEWELL,Theft Of Vehicle
4,4,Q2,2011,OTTEWELL,Theft Of Vehicle
2,6,Q2,2011,OTTEWELL,Theft Of Vehicle
1,8,Q3,2011,OTTEWELL,Theft Of Vehicle
1,9,Q3,2011,OTTEWELL,Theft Of Vehicle
1,10,Q4,2011,OTTEWELL,Theft Of Vehicle
1,11,Q4,2011,OTTEWELL,Theft Of Vehicle
1,6,Q2,2011,OTTEWELL,Theft Over $5000
2,1,Q1,2011,OVERLANDERS,Assault
1,2,Q1,2011,OVERLANDERS,Assault
2,3,Q1,2011,OVERLANDERS,Assault
4,4,Q2,2011,OVERLANDERS,Assault
1,5,Q2,2011,OVERLANDERS,Assault
1,9,Q3,2011,OVERLANDERS,Assault
2,10,Q4,2011,OVERLANDERS,Assault
2,11,Q4,2011,OVERLANDERS,Assault
1,5,Q2,2011,OVERLANDERS,Break and Enter
1,7,Q3,2011,OVERLANDERS,Break and Enter
1,11,Q4,2011,OVERLANDERS,Robbery
1,1,Q1,2011,OVERLANDERS,Theft From Vehicle
1,2,Q1,2011,OVERLANDERS,Theft From Vehicle
2,3,Q1,2011,OVERLANDERS,Theft From Vehicle
1,5,Q2,2011,OVERLANDERS,Theft From Vehicle
2,6,Q2,2011,OVERLANDERS,Theft From Vehicle
1,8,Q3,2011,OVERLANDERS,Theft From Vehicle
3,9,Q3,2011,OVERLANDERS,Theft From Vehicle
1,10,Q4,2011,OVERLANDERS,Theft From Vehicle
1,12,Q4,2011,OVERLANDERS,Theft From Vehicle
3,1,Q1,2011,OVERLANDERS,Theft Of Vehicle
1,5,Q2,2011,OVERLANDERS,Theft Of Vehicle
1,7,Q3,2011,OVERLANDERS,Theft Of Vehicle
1,9,Q3,2011,OVERLANDERS,Theft Of Vehicle
1,12,Q4,2011,OVERLANDERS,Theft Of Vehicle
1,5,Q2,2011,OVERLANDERS,Theft Over $5000
1,10,Q4,2011,OXFORD,Assault
1,12,Q4,2011,OXFORD,Assault
1,3,Q1,2011,OXFORD,Break and Enter
1,5,Q2,2011,OXFORD,Break and Enter
1,7,Q3,2011,OXFORD,Break and Enter
1,4,Q2,2011,OXFORD,Sexual Assaults
2,5,Q2,2011,OXFORD,Theft From Vehicle
2,6,Q2,2011,OXFORD,Theft From Vehicle
1,7,Q3,2011,OXFORD,Theft From Vehicle
2,8,Q3,2011,OXFORD,Theft From Vehicle
1,9,Q3,2011,OXFORD,Theft From Vehicle
1,11,Q4,2011,OXFORD,Theft From Vehicle
2,12,Q4,2011,OXFORD,Theft From Vehicle
1,4,Q2,2011,OXFORD,Theft Of Vehicle
1,5,Q2,2011,OXFORD,Theft Of Vehicle
1,11,Q4,2011,OXFORD,Theft Of Vehicle
1,1,Q1,2011,OZERNA,Assault
1,2,Q1,2011,OZERNA,Assault
1,5,Q2,2011,OZERNA,Assault
1,8,Q3,2011,OZERNA,Assault
1,10,Q4,2011,OZERNA,Assault
1,11,Q4,2011,OZERNA,Assault
1,1,Q1,2011,OZERNA,Break and Enter
1,3,Q1,2011,OZERNA,Break and Enter
2,6,Q2,2011,OZERNA,Sexual Assaults
1,1,Q1,2011,OZERNA,Theft From Vehicle
1,2,Q1,2011,OZERNA,Theft From Vehicle
1,4,Q2,2011,OZERNA,Theft From Vehicle
2,5,Q2,2011,OZERNA,Theft From Vehicle
1,7,Q3,2011,OZERNA,Theft From Vehicle
2,9,Q3,2011,OZERNA,Theft From Vehicle
1,12,Q4,2011,OZERNA,Theft From Vehicle
2,1,Q1,2011,OZERNA,Theft Of Vehicle
2,5,Q2,2011,OZERNA,Theft Of Vehicle
1,8,Q3,2011,OZERNA,Theft Of Vehicle
1,10,Q4,2011,OZERNA,Theft Over $5000
1,11,Q4,2011,PAPASCHASE INDUSTRIAL,Assault
1,1,Q1,2011,PAPASCHASE INDUSTRIAL,Break and Enter
1,2,Q1,2011,PAPASCHASE INDUSTRIAL,Break and Enter
1,3,Q1,2011,PAPASCHASE INDUSTRIAL,Break and Enter
1,6,Q2,2011,PAPASCHASE INDUSTRIAL,Break and Enter
1,7,Q3,2011,PAPASCHASE INDUSTRIAL,Break and Enter
2,9,Q3,2011,PAPASCHASE INDUSTRIAL,Break and Enter
1,10,Q4,2011,PAPASCHASE INDUSTRIAL,Break and Enter
