NEIGHBOURHOOD,STRUCTURE_TYPE,POPULATION
WILSON INDUSTRIAL,Manufactured home/mobile home,0
WILSON INDUSTRIAL,Rooming house/collective residence,0
WILSON INDUSTRIAL,Hotel or motel,0
WILSON INDUSTRIAL,Other residential,0
WILSON INDUSTRIAL,No Response,0
WINDERMERE,Single-detached house,314
WINDERMERE,Duplex/triplex/fourplex,8
WINDERMERE,Row house,0
WINDERMERE,Apartment with 5 or more stories,0
WINDERMERE,Apartment with less than 5 stories,0
WINDERMERE,Manufactured home/mobile home,0
WINDERMERE,Rooming house/collective residence,0
WINDERMERE,Hotel or motel,0
WINDERMERE,Other residential,0
WINDERMERE,No Response,0
WINDSOR PARK,Single-detached house,1405
WINDSOR PARK,Duplex/triplex/fourplex,0
WINDSOR PARK,Row house,0
WINDSOR PARK,Apartment with 5 or more stories,0
WINDSOR PARK,Apartment with less than 5 stories,0
WINDSOR PARK,Manufactured home/mobile home,0
WINDSOR PARK,Rooming house/collective residence,6
WINDSOR PARK,Hotel or motel,0
WINDSOR PARK,Other residential,1659
WINDSOR PARK,No Response,0
WINTERBURN INDUSTRIAL AREA WEST,Single-detached house,6
WINTERBURN INDUSTRIAL AREA WEST,Duplex/triplex/fourplex,8
WINTERBURN INDUSTRIAL AREA WEST,Row house,0
WINTERBURN INDUSTRIAL AREA WEST,Apartment with 5 or more stories,0
WINTERBURN INDUSTRIAL AREA WEST,Apartment with less than 5 stories,0
WINTERBURN INDUSTRIAL AREA WEST,Manufactured home/mobile home,5
WINTERBURN INDUSTRIAL AREA WEST,Rooming house/collective residence,50
WINTERBURN INDUSTRIAL AREA WEST,Hotel or motel,38
WINTERBURN INDUSTRIAL AREA WEST,Other residential,70
WINTERBURN INDUSTRIAL AREA WEST,No Response,0
WOODCROFT,Single-detached house,1340
WOODCROFT,Duplex/triplex/fourplex,36
WOODCROFT,Row house,585
WOODCROFT,Apartment with 5 or more stories,476
WOODCROFT,Apartment with less than 5 stories,172
WOODCROFT,Manufactured home/mobile home,0
WOODCROFT,Rooming house/collective residence,8
WOODCROFT,Hotel or motel,0
WOODCROFT,Other residential,0
WOODCROFT,No Response,0
YELLOWHEAD CORRIDOR,Single-detached house,0
YELLOWHEAD CORRIDOR,Duplex/triplex/fourplex,0
YELLOWHEAD CORRIDOR,Row house,0
YELLOWHEAD CORRIDOR,Apartment with 5 or more stories,0
YELLOWHEAD CORRIDOR,Apartment with less than 5 stories,0
YELLOWHEAD CORRIDOR,Manufactured home/mobile home,0
YELLOWHEAD CORRIDOR,Rooming house/collective residence,0
YELLOWHEAD CORRIDOR,Hotel or motel,0
YELLOWHEAD CORRIDOR,Other residential,0
YELLOWHEAD CORRIDOR,No Response,0
YORK,Single-detached house,2122
YORK,Duplex/triplex/fourplex,317
YORK,Row house,870
YORK,Apartment with 5 or more stories,0
YORK,Apartment with less than 5 stories,601
YORK,Manufactured home/mobile home,0
YORK,Rooming house/collective residence,0
YORK,Hotel or motel,0
YORK,Other residential,0
YORK,No Response,0
YOUNGSTOWN INDUSTRIAL,Single-detached house,0
YOUNGSTOWN INDUSTRIAL,Duplex/triplex/fourplex,0
YOUNGSTOWN INDUSTRIAL,Row house,0
YOUNGSTOWN INDUSTRIAL,Apartment with 5 or more stories,0
YOUNGSTOWN INDUSTRIAL,Apartment with less than 5 stories,0
YOUNGSTOWN INDUSTRIAL,Manufactured home/mobile home,0
YOUNGSTOWN INDUSTRIAL,Rooming house/collective residence,0
YOUNGSTOWN INDUSTRIAL,Hotel or motel,0
YOUNGSTOWN INDUSTRIAL,Other residential,0
YOUNGSTOWN INDUSTRIAL,No Response,0
