WARD,Neighbourhood Number,Neighbourhood Name,Canadian Citizen,Permanent Resident,Refugee,Other,No Response,Month,Quarter,Year
WARD 1,4190,HAWIN PARK ESTATE INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 1,4190,HAWIN PARK ESTATE INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 1,4190,HAWIN PARK ESTATE INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 1,4190,HAWIN PARK ESTATE INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 1,4190,HAWIN PARK ESTATE INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 11,6560,PAPASCHASE INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 11,6560,PAPASCHASE INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 11,6560,PAPASCHASE INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 11,6560,PAPASCHASE INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 11,6560,PAPASCHASE INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 11,6560,PAPASCHASE INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 11,6560,PAPASCHASE INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 11,6560,PAPASCHASE INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 11,6560,PAPASCHASE INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 11,6560,PAPASCHASE INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 11,6560,PAPASCHASE INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 11,6560,PAPASCHASE INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 4,2350,HOMESTEADER,2386,193,21,36,909,1,1,2016
WARD 4,2350,HOMESTEADER,2386,193,21,36,909,2,1,2016
WARD 4,2350,HOMESTEADER,2386,193,21,36,909,3,1,2016
WARD 4,2350,HOMESTEADER,2386,193,21,36,909,4,2,2016
WARD 4,2350,HOMESTEADER,2386,193,21,36,909,5,2,2016
WARD 4,2350,HOMESTEADER,2386,193,21,36,909,6,2,2016
WARD 4,2350,HOMESTEADER,2386,193,21,36,909,7,3,2016
WARD 4,2350,HOMESTEADER,2386,193,21,36,909,8,3,2016
WARD 4,2350,HOMESTEADER,2386,193,21,36,909,9,3,2016
WARD 4,2350,HOMESTEADER,2386,193,21,36,909,10,4,2016
WARD 4,2350,HOMESTEADER,2386,193,21,36,909,11,4,2016
WARD 4,2350,HOMESTEADER,2386,193,21,36,909,12,4,2016
WARD 11,6290,HAZELDEAN,2372,51,0,16,834,1,1,2016
WARD 11,6290,HAZELDEAN,2372,51,0,16,834,2,1,2016
WARD 11,6290,HAZELDEAN,2372,51,0,16,834,3,1,2016
WARD 11,6290,HAZELDEAN,2372,51,0,16,834,4,2,2016
WARD 11,6290,HAZELDEAN,2372,51,0,16,834,5,2,2016
WARD 11,6290,HAZELDEAN,2372,51,0,16,834,6,2,2016
WARD 11,6290,HAZELDEAN,2372,51,0,16,834,7,3,2016
WARD 11,6290,HAZELDEAN,2372,51,0,16,834,8,3,2016
WARD 11,6290,HAZELDEAN,2372,51,0,16,834,9,3,2016
WARD 11,6290,HAZELDEAN,2372,51,0,16,834,10,4,2016
WARD 11,6290,HAZELDEAN,2372,51,0,16,834,11,4,2016
WARD 11,6290,HAZELDEAN,2372,51,0,16,834,12,4,2016
WARD 12,6214,ELLERSLIE INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 12,6214,ELLERSLIE INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 12,6214,ELLERSLIE INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 12,6214,ELLERSLIE INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 12,6214,ELLERSLIE INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 12,6214,ELLERSLIE INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 12,6214,ELLERSLIE INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 12,6214,ELLERSLIE INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 12,6214,ELLERSLIE INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 12,6214,ELLERSLIE INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 12,6214,ELLERSLIE INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 12,6214,ELLERSLIE INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 2,3460,ALBANY,783,89,0,26,385,1,1,2016
WARD 2,3460,ALBANY,783,89,0,26,385,2,1,2016
WARD 2,3460,ALBANY,783,89,0,26,385,3,1,2016
WARD 2,3460,ALBANY,783,89,0,26,385,4,2,2016
WARD 2,3460,ALBANY,783,89,0,26,385,5,2,2016
WARD 2,3460,ALBANY,783,89,0,26,385,6,2,2016
WARD 2,3460,ALBANY,783,89,0,26,385,7,3,2016
WARD 2,3460,ALBANY,783,89,0,26,385,8,3,2016
WARD 2,3460,ALBANY,783,89,0,26,385,9,3,2016
WARD 2,3460,ALBANY,783,89,0,26,385,10,4,2016
WARD 2,3460,ALBANY,783,89,0,26,385,11,4,2016
WARD 2,3460,ALBANY,783,89,0,26,385,12,4,2016
WARD 2,3260,LAUDERDALE,1462,138,12,7,1290,1,1,2016
WARD 2,3260,LAUDERDALE,1462,138,12,7,1290,2,1,2016
WARD 2,3260,LAUDERDALE,1462,138,12,7,1290,3,1,2016
WARD 2,3260,LAUDERDALE,1462,138,12,7,1290,4,2,2016
WARD 2,3260,LAUDERDALE,1462,138,12,7,1290,5,2,2016
WARD 2,3260,LAUDERDALE,1462,138,12,7,1290,6,2,2016
WARD 2,3260,LAUDERDALE,1462,138,12,7,1290,7,3,2016
WARD 2,3260,LAUDERDALE,1462,138,12,7,1290,8,3,2016
WARD 2,3260,LAUDERDALE,1462,138,12,7,1290,9,3,2016
WARD 2,3260,LAUDERDALE,1462,138,12,7,1290,10,4,2016
WARD 2,3260,LAUDERDALE,1462,138,12,7,1290,11,4,2016
WARD 2,3260,LAUDERDALE,1462,138,12,7,1290,12,4,2016
WARD 1,4130,EDMISTON INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 1,4130,EDMISTON INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 1,4130,EDMISTON INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 1,4130,EDMISTON INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 1,4130,EDMISTON INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 1,4130,EDMISTON INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 1,4130,EDMISTON INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 1,4130,EDMISTON INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 1,4130,EDMISTON INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 1,4130,EDMISTON INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 1,4130,EDMISTON INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 1,4130,EDMISTON INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 2,1250,WESTWOOD,1599,182,5,79,1252,1,1,2016
WARD 2,1250,WESTWOOD,1599,182,5,79,1252,2,1,2016
WARD 2,1250,WESTWOOD,1599,182,5,79,1252,3,1,2016
WARD 2,1250,WESTWOOD,1599,182,5,79,1252,4,2,2016
WARD 2,1250,WESTWOOD,1599,182,5,79,1252,5,2,2016
WARD 2,1250,WESTWOOD,1599,182,5,79,1252,6,2,2016
WARD 2,1250,WESTWOOD,1599,182,5,79,1252,7,3,2016
WARD 2,1250,WESTWOOD,1599,182,5,79,1252,8,3,2016
WARD 2,1250,WESTWOOD,1599,182,5,79,1252,9,3,2016
WARD 2,1250,WESTWOOD,1599,182,5,79,1252,10,4,2016
WARD 2,1250,WESTWOOD,1599,182,5,79,1252,11,4,2016
WARD 2,1250,WESTWOOD,1599,182,5,79,1252,12,4,2016
WARD 12,6440,MEADOWS AREA,0,0,0,0,0,1,1,2016
WARD 12,6440,MEADOWS AREA,0,0,0,0,0,2,1,2016
WARD 12,6440,MEADOWS AREA,0,0,0,0,0,3,1,2016
WARD 12,6440,MEADOWS AREA,0,0,0,0,0,4,2,2016
WARD 12,6440,MEADOWS AREA,0,0,0,0,0,5,2,2016
WARD 12,6440,MEADOWS AREA,0,0,0,0,0,6,2,2016
WARD 12,6440,MEADOWS AREA,0,0,0,0,0,7,3,2016
WARD 12,6440,MEADOWS AREA,0,0,0,0,0,8,3,2016
WARD 12,6440,MEADOWS AREA,0,0,0,0,0,9,3,2016
WARD 12,6440,MEADOWS AREA,0,0,0,0,0,10,4,2016
WARD 12,6440,MEADOWS AREA,0,0,0,0,0,11,4,2016
WARD 12,6440,MEADOWS AREA,0,0,0,0,0,12,4,2016
WARD 7,2100,BEVERLY HEIGHTS,2401,100,1,8,674,1,1,2016
WARD 7,2100,BEVERLY HEIGHTS,2401,100,1,8,674,2,1,2016
WARD 7,2100,BEVERLY HEIGHTS,2401,100,1,8,674,3,1,2016
WARD 7,2100,BEVERLY HEIGHTS,2401,100,1,8,674,4,2,2016
WARD 7,2100,BEVERLY HEIGHTS,2401,100,1,8,674,5,2,2016
WARD 7,2100,BEVERLY HEIGHTS,2401,100,1,8,674,6,2,2016
WARD 7,2100,BEVERLY HEIGHTS,2401,100,1,8,674,7,3,2016
WARD 7,2100,BEVERLY HEIGHTS,2401,100,1,8,674,8,3,2016
WARD 7,2100,BEVERLY HEIGHTS,2401,100,1,8,674,9,3,2016
WARD 7,2100,BEVERLY HEIGHTS,2401,100,1,8,674,10,4,2016
WARD 7,2100,BEVERLY HEIGHTS,2401,100,1,8,674,11,4,2016
WARD 7,2100,BEVERLY HEIGHTS,2401,100,1,8,674,12,4,2016
WARD 11,6492,MILL CREEK RAVINE SOUTH,0,0,0,0,0,1,1,2016
WARD 11,6492,MILL CREEK RAVINE SOUTH,0,0,0,0,0,2,1,2016
WARD 11,6492,MILL CREEK RAVINE SOUTH,0,0,0,0,0,3,1,2016
WARD 11,6492,MILL CREEK RAVINE SOUTH,0,0,0,0,0,4,2,2016
WARD 11,6492,MILL CREEK RAVINE SOUTH,0,0,0,0,0,5,2,2016
WARD 11,6492,MILL CREEK RAVINE SOUTH,0,0,0,0,0,6,2,2016
WARD 11,6492,MILL CREEK RAVINE SOUTH,0,0,0,0,0,7,3,2016
WARD 11,6492,MILL CREEK RAVINE SOUTH,0,0,0,0,0,8,3,2016
WARD 11,6492,MILL CREEK RAVINE SOUTH,0,0,0,0,0,9,3,2016
WARD 11,6492,MILL CREEK RAVINE SOUTH,0,0,0,0,0,10,4,2016
WARD 11,6492,MILL CREEK RAVINE SOUTH,0,0,0,0,0,11,4,2016
WARD 11,6492,MILL CREEK RAVINE SOUTH,0,0,0,0,0,12,4,2016
WARD 10,5210,GRANDVIEW HEIGHTS,821,19,1,11,287,1,1,2016
WARD 10,5210,GRANDVIEW HEIGHTS,821,19,1,11,287,2,1,2016
WARD 10,5210,GRANDVIEW HEIGHTS,821,19,1,11,287,3,1,2016
WARD 10,5210,GRANDVIEW HEIGHTS,821,19,1,11,287,4,2,2016
WARD 10,5210,GRANDVIEW HEIGHTS,821,19,1,11,287,5,2,2016
WARD 10,5210,GRANDVIEW HEIGHTS,821,19,1,11,287,6,2,2016
WARD 10,5210,GRANDVIEW HEIGHTS,821,19,1,11,287,7,3,2016
WARD 10,5210,GRANDVIEW HEIGHTS,821,19,1,11,287,8,3,2016
WARD 10,5210,GRANDVIEW HEIGHTS,821,19,1,11,287,9,3,2016
WARD 10,5210,GRANDVIEW HEIGHTS,821,19,1,11,287,10,4,2016
WARD 10,5210,GRANDVIEW HEIGHTS,821,19,1,11,287,11,4,2016
WARD 10,5210,GRANDVIEW HEIGHTS,821,19,1,11,287,12,4,2016
WARD 7,1240,VIRGINIA PARK,494,7,0,3,227,1,1,2016
WARD 7,1240,VIRGINIA PARK,494,7,0,3,227,2,1,2016
WARD 7,1240,VIRGINIA PARK,494,7,0,3,227,3,1,2016
WARD 7,1240,VIRGINIA PARK,494,7,0,3,227,4,2,2016
WARD 7,1240,VIRGINIA PARK,494,7,0,3,227,5,2,2016
WARD 7,1240,VIRGINIA PARK,494,7,0,3,227,6,2,2016
WARD 7,1240,VIRGINIA PARK,494,7,0,3,227,7,3,2016
WARD 7,1240,VIRGINIA PARK,494,7,0,3,227,8,3,2016
WARD 7,1240,VIRGINIA PARK,494,7,0,3,227,9,3,2016
WARD 7,1240,VIRGINIA PARK,494,7,0,3,227,10,4,2016
WARD 7,1240,VIRGINIA PARK,494,7,0,3,227,11,4,2016
WARD 7,1240,VIRGINIA PARK,494,7,0,3,227,12,4,2016
WARD 1,4710,POTTER GREENS,1237,28,0,5,220,1,1,2016
WARD 1,4710,POTTER GREENS,1237,28,0,5,220,2,1,2016
WARD 1,4710,POTTER GREENS,1237,28,0,5,220,3,1,2016
WARD 1,4710,POTTER GREENS,1237,28,0,5,220,4,2,2016
WARD 1,4710,POTTER GREENS,1237,28,0,5,220,5,2,2016
WARD 1,4710,POTTER GREENS,1237,28,0,5,220,6,2,2016
WARD 1,4710,POTTER GREENS,1237,28,0,5,220,7,3,2016
WARD 1,4710,POTTER GREENS,1237,28,0,5,220,8,3,2016
WARD 1,4710,POTTER GREENS,1237,28,0,5,220,9,3,2016
WARD 1,4710,POTTER GREENS,1237,28,0,5,220,10,4,2016
WARD 1,4710,POTTER GREENS,1237,28,0,5,220,11,4,2016
WARD 1,4710,POTTER GREENS,1237,28,0,5,220,12,4,2016
WARD 1,4471,TRUMPETER AREA,719,33,0,2,302,1,1,2016
WARD 1,4471,TRUMPETER AREA,719,33,0,2,302,2,1,2016
WARD 1,4471,TRUMPETER AREA,719,33,0,2,302,3,1,2016
WARD 1,4471,TRUMPETER AREA,719,33,0,2,302,4,2,2016
WARD 1,4471,TRUMPETER AREA,719,33,0,2,302,5,2,2016
WARD 1,4471,TRUMPETER AREA,719,33,0,2,302,6,2,2016
WARD 1,4471,TRUMPETER AREA,719,33,0,2,302,7,3,2016
WARD 1,4471,TRUMPETER AREA,719,33,0,2,302,8,3,2016
WARD 1,4471,TRUMPETER AREA,719,33,0,2,302,9,3,2016
WARD 1,4471,TRUMPETER AREA,719,33,0,2,302,10,4,2016
WARD 1,4471,TRUMPETER AREA,719,33,0,2,302,11,4,2016
WARD 1,4471,TRUMPETER AREA,719,33,0,2,302,12,4,2016
WARD 11,6480,MICHAELS PARK,1228,92,0,19,881,1,1,2016
WARD 11,6480,MICHAELS PARK,1228,92,0,19,881,2,1,2016
WARD 11,6480,MICHAELS PARK,1228,92,0,19,881,3,1,2016
WARD 11,6480,MICHAELS PARK,1228,92,0,19,881,4,2,2016
WARD 11,6480,MICHAELS PARK,1228,92,0,19,881,5,2,2016
WARD 11,6480,MICHAELS PARK,1228,92,0,19,881,6,2,2016
WARD 11,6480,MICHAELS PARK,1228,92,0,19,881,7,3,2016
WARD 11,6480,MICHAELS PARK,1228,92,0,19,881,8,3,2016
WARD 11,6480,MICHAELS PARK,1228,92,0,19,881,9,3,2016
WARD 11,6480,MICHAELS PARK,1228,92,0,19,881,10,4,2016
WARD 11,6480,MICHAELS PARK,1228,92,0,19,881,11,4,2016
WARD 11,6480,MICHAELS PARK,1228,92,0,19,881,12,4,2016
WARD 2,3020,BARANOW,776,89,3,8,901,1,1,2016
WARD 2,3020,BARANOW,776,89,3,8,901,2,1,2016
WARD 2,3020,BARANOW,776,89,3,8,901,3,1,2016
WARD 2,3020,BARANOW,776,89,3,8,901,4,2,2016
WARD 2,3020,BARANOW,776,89,3,8,901,5,2,2016
WARD 2,3020,BARANOW,776,89,3,8,901,6,2,2016
WARD 2,3020,BARANOW,776,89,3,8,901,7,3,2016
WARD 2,3020,BARANOW,776,89,3,8,901,8,3,2016
WARD 2,3020,BARANOW,776,89,3,8,901,9,3,2016
WARD 2,3020,BARANOW,776,89,3,8,901,10,4,2016
WARD 2,3020,BARANOW,776,89,3,8,901,11,4,2016
WARD 2,3020,BARANOW,776,89,3,8,901,12,4,2016
WARD 11,6750,TIPASKAN,1722,496,11,106,625,1,1,2016
WARD 11,6750,TIPASKAN,1722,496,11,106,625,2,1,2016
WARD 11,6750,TIPASKAN,1722,496,11,106,625,3,1,2016
WARD 11,6750,TIPASKAN,1722,496,11,106,625,4,2,2016
WARD 11,6750,TIPASKAN,1722,496,11,106,625,5,2,2016
WARD 11,6750,TIPASKAN,1722,496,11,106,625,6,2,2016
WARD 11,6750,TIPASKAN,1722,496,11,106,625,7,3,2016
WARD 11,6750,TIPASKAN,1722,496,11,106,625,8,3,2016
WARD 11,6750,TIPASKAN,1722,496,11,106,625,9,3,2016
WARD 11,6750,TIPASKAN,1722,496,11,106,625,10,4,2016
WARD 11,6750,TIPASKAN,1722,496,11,106,625,11,4,2016
WARD 11,6750,TIPASKAN,1722,496,11,106,625,12,4,2016
WARD 8,6730,TERRACE HEIGHTS,1173,62,0,15,1174,1,1,2016
WARD 8,6730,TERRACE HEIGHTS,1173,62,0,15,1174,2,1,2016
WARD 8,6730,TERRACE HEIGHTS,1173,62,0,15,1174,3,1,2016
WARD 8,6730,TERRACE HEIGHTS,1173,62,0,15,1174,4,2,2016
WARD 8,6730,TERRACE HEIGHTS,1173,62,0,15,1174,5,2,2016
WARD 8,6730,TERRACE HEIGHTS,1173,62,0,15,1174,6,2,2016
WARD 8,6730,TERRACE HEIGHTS,1173,62,0,15,1174,7,3,2016
WARD 8,6730,TERRACE HEIGHTS,1173,62,0,15,1174,8,3,2016
WARD 8,6730,TERRACE HEIGHTS,1173,62,0,15,1174,9,3,2016
WARD 8,6730,TERRACE HEIGHTS,1173,62,0,15,1174,10,4,2016
WARD 8,6730,TERRACE HEIGHTS,1173,62,0,15,1174,11,4,2016
WARD 8,6730,TERRACE HEIGHTS,1173,62,0,15,1174,12,4,2016
WARD 1,4020,ALDERGROVE,3451,411,10,95,1013,1,1,2016
WARD 1,4020,ALDERGROVE,3451,411,10,95,1013,2,1,2016
WARD 1,4020,ALDERGROVE,3451,411,10,95,1013,3,1,2016
WARD 1,4020,ALDERGROVE,3451,411,10,95,1013,4,2,2016
WARD 1,4020,ALDERGROVE,3451,411,10,95,1013,5,2,2016
WARD 1,4020,ALDERGROVE,3451,411,10,95,1013,6,2,2016
WARD 1,4020,ALDERGROVE,3451,411,10,95,1013,7,3,2016
WARD 1,4020,ALDERGROVE,3451,411,10,95,1013,8,3,2016
WARD 1,4020,ALDERGROVE,3451,411,10,95,1013,9,3,2016
WARD 1,4020,ALDERGROVE,3451,411,10,95,1013,10,4,2016
WARD 1,4020,ALDERGROVE,3451,411,10,95,1013,11,4,2016
WARD 1,4020,ALDERGROVE,3451,411,10,95,1013,12,4,2016
WARD 1,4740,WEBBER GREENS,863,157,0,13,1238,1,1,2016
WARD 1,4740,WEBBER GREENS,863,157,0,13,1238,2,1,2016
WARD 1,4740,WEBBER GREENS,863,157,0,13,1238,3,1,2016
WARD 1,4740,WEBBER GREENS,863,157,0,13,1238,4,2,2016
WARD 1,4740,WEBBER GREENS,863,157,0,13,1238,5,2,2016
WARD 1,4740,WEBBER GREENS,863,157,0,13,1238,6,2,2016
WARD 1,4740,WEBBER GREENS,863,157,0,13,1238,7,3,2016
WARD 1,4740,WEBBER GREENS,863,157,0,13,1238,8,3,2016
WARD 1,4740,WEBBER GREENS,863,157,0,13,1238,9,3,2016
WARD 1,4740,WEBBER GREENS,863,157,0,13,1238,10,4,2016
WARD 1,4740,WEBBER GREENS,863,157,0,13,1238,11,4,2016
WARD 1,4740,WEBBER GREENS,863,157,0,13,1238,12,4,2016
WARD 6,3200,GLENORA,2377,51,2,21,1062,1,1,2016
WARD 6,3200,GLENORA,2377,51,2,21,1062,2,1,2016
WARD 6,3200,GLENORA,2377,51,2,21,1062,3,1,2016
WARD 6,3200,GLENORA,2377,51,2,21,1062,4,2,2016
WARD 6,3200,GLENORA,2377,51,2,21,1062,5,2,2016
WARD 6,3200,GLENORA,2377,51,2,21,1062,6,2,2016
WARD 6,3200,GLENORA,2377,51,2,21,1062,7,3,2016
WARD 6,3200,GLENORA,2377,51,2,21,1062,8,3,2016
WARD 6,3200,GLENORA,2377,51,2,21,1062,9,3,2016
WARD 6,3200,GLENORA,2377,51,2,21,1062,10,4,2016
WARD 6,3200,GLENORA,2377,51,2,21,1062,11,4,2016
WARD 6,3200,GLENORA,2377,51,2,21,1062,12,4,2016
WARD 11,6300,HILLVIEW,2048,154,1,29,1100,1,1,2016
WARD 11,6300,HILLVIEW,2048,154,1,29,1100,2,1,2016
WARD 11,6300,HILLVIEW,2048,154,1,29,1100,3,1,2016
WARD 11,6300,HILLVIEW,2048,154,1,29,1100,4,2,2016
WARD 11,6300,HILLVIEW,2048,154,1,29,1100,5,2,2016
WARD 11,6300,HILLVIEW,2048,154,1,29,1100,6,2,2016
WARD 11,6300,HILLVIEW,2048,154,1,29,1100,7,3,2016
WARD 11,6300,HILLVIEW,2048,154,1,29,1100,8,3,2016
WARD 11,6300,HILLVIEW,2048,154,1,29,1100,9,3,2016
WARD 11,6300,HILLVIEW,2048,154,1,29,1100,10,4,2016
WARD 11,6300,HILLVIEW,2048,154,1,29,1100,11,4,2016
WARD 11,6300,HILLVIEW,2048,154,1,29,1100,12,4,2016
WARD 1,4580,WEST JASPER PLACE,1397,274,3,43,1351,1,1,2016
WARD 1,4580,WEST JASPER PLACE,1397,274,3,43,1351,2,1,2016
WARD 1,4580,WEST JASPER PLACE,1397,274,3,43,1351,3,1,2016
WARD 1,4580,WEST JASPER PLACE,1397,274,3,43,1351,4,2,2016
WARD 1,4580,WEST JASPER PLACE,1397,274,3,43,1351,5,2,2016
WARD 1,4580,WEST JASPER PLACE,1397,274,3,43,1351,6,2,2016
WARD 1,4580,WEST JASPER PLACE,1397,274,3,43,1351,7,3,2016
WARD 1,4580,WEST JASPER PLACE,1397,274,3,43,1351,8,3,2016
WARD 1,4580,WEST JASPER PLACE,1397,274,3,43,1351,9,3,2016
WARD 1,4580,WEST JASPER PLACE,1397,274,3,43,1351,10,4,2016
WARD 1,4580,WEST JASPER PLACE,1397,274,3,43,1351,11,4,2016
WARD 1,4580,WEST JASPER PLACE,1397,274,3,43,1351,12,4,2016
WARD 9,5476,MAGRATH HEIGHTS,2272,188,1,35,961,1,1,2016
WARD 9,5476,MAGRATH HEIGHTS,2272,188,1,35,961,2,1,2016
WARD 9,5476,MAGRATH HEIGHTS,2272,188,1,35,961,3,1,2016
WARD 9,5476,MAGRATH HEIGHTS,2272,188,1,35,961,4,2,2016
WARD 9,5476,MAGRATH HEIGHTS,2272,188,1,35,961,5,2,2016
WARD 9,5476,MAGRATH HEIGHTS,2272,188,1,35,961,6,2,2016
WARD 9,5476,MAGRATH HEIGHTS,2272,188,1,35,961,7,3,2016
WARD 9,5476,MAGRATH HEIGHTS,2272,188,1,35,961,8,3,2016
WARD 9,5476,MAGRATH HEIGHTS,2272,188,1,35,961,9,3,2016
WARD 9,5476,MAGRATH HEIGHTS,2272,188,1,35,961,10,4,2016
WARD 9,5476,MAGRATH HEIGHTS,2272,188,1,35,961,11,4,2016
WARD 9,5476,MAGRATH HEIGHTS,2272,188,1,35,961,12,4,2016
WARD 9,5630,LEGER,1425,120,1,11,905,1,1,2016
WARD 9,5630,LEGER,1425,120,1,11,905,2,1,2016
WARD 9,5630,LEGER,1425,120,1,11,905,3,1,2016
WARD 9,5630,LEGER,1425,120,1,11,905,4,2,2016
WARD 9,5630,LEGER,1425,120,1,11,905,5,2,2016
WARD 9,5630,LEGER,1425,120,1,11,905,6,2,2016
WARD 9,5630,LEGER,1425,120,1,11,905,7,3,2016
WARD 9,5630,LEGER,1425,120,1,11,905,8,3,2016
WARD 9,5630,LEGER,1425,120,1,11,905,9,3,2016
WARD 9,5630,LEGER,1425,120,1,11,905,10,4,2016
WARD 9,5630,LEGER,1425,120,1,11,905,11,4,2016
WARD 9,5630,LEGER,1425,120,1,11,905,12,4,2016
WARD 1,4340,MORIN INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 1,4340,MORIN INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 1,4340,MORIN INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 1,4340,MORIN INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 1,4340,MORIN INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 1,4340,MORIN INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 1,4340,MORIN INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 1,4340,MORIN INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 1,4340,MORIN INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 1,4340,MORIN INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 1,4340,MORIN INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 1,4340,MORIN INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 2,3320,OXFORD,2848,150,4,9,1027,1,1,2016
WARD 2,3320,OXFORD,2848,150,4,9,1027,2,1,2016
WARD 2,3320,OXFORD,2848,150,4,9,1027,3,1,2016
WARD 2,3320,OXFORD,2848,150,4,9,1027,4,2,2016
WARD 2,3320,OXFORD,2848,150,4,9,1027,5,2,2016
WARD 2,3320,OXFORD,2848,150,4,9,1027,6,2,2016
WARD 2,3320,OXFORD,2848,150,4,9,1027,7,3,2016
WARD 2,3320,OXFORD,2848,150,4,9,1027,8,3,2016
WARD 2,3320,OXFORD,2848,150,4,9,1027,9,3,2016
WARD 2,3320,OXFORD,2848,150,4,9,1027,10,4,2016
WARD 2,3320,OXFORD,2848,150,4,9,1027,11,4,2016
WARD 2,3320,OXFORD,2848,150,4,9,1027,12,4,2016
WARD 12,6140,CRAWFORD PLAINS,2998,248,0,67,966,1,1,2016
WARD 12,6140,CRAWFORD PLAINS,2998,248,0,67,966,2,1,2016
WARD 12,6140,CRAWFORD PLAINS,2998,248,0,67,966,3,1,2016
WARD 12,6140,CRAWFORD PLAINS,2998,248,0,67,966,4,2,2016
WARD 12,6140,CRAWFORD PLAINS,2998,248,0,67,966,5,2,2016
WARD 12,6140,CRAWFORD PLAINS,2998,248,0,67,966,6,2,2016
WARD 12,6140,CRAWFORD PLAINS,2998,248,0,67,966,7,3,2016
WARD 12,6140,CRAWFORD PLAINS,2998,248,0,67,966,8,3,2016
WARD 12,6140,CRAWFORD PLAINS,2998,248,0,67,966,9,3,2016
WARD 12,6140,CRAWFORD PLAINS,2998,248,0,67,966,10,4,2016
WARD 12,6140,CRAWFORD PLAINS,2998,248,0,67,966,11,4,2016
WARD 12,6140,CRAWFORD PLAINS,2998,248,0,67,966,12,4,2016
WARD 8,6380,LAMBTON INDUSTRIAL,0,0,0,0,237,1,1,2016
WARD 8,6380,LAMBTON INDUSTRIAL,0,0,0,0,237,2,1,2016
WARD 8,6380,LAMBTON INDUSTRIAL,0,0,0,0,237,3,1,2016
WARD 8,6380,LAMBTON INDUSTRIAL,0,0,0,0,237,4,2,2016
WARD 8,6380,LAMBTON INDUSTRIAL,0,0,0,0,237,5,2,2016
WARD 8,6380,LAMBTON INDUSTRIAL,0,0,0,0,237,6,2,2016
WARD 8,6380,LAMBTON INDUSTRIAL,0,0,0,0,237,7,3,2016
WARD 8,6380,LAMBTON INDUSTRIAL,0,0,0,0,237,8,3,2016
WARD 8,6380,LAMBTON INDUSTRIAL,0,0,0,0,237,9,3,2016
WARD 8,6380,LAMBTON INDUSTRIAL,0,0,0,0,237,10,4,2016
WARD 8,6380,LAMBTON INDUSTRIAL,0,0,0,0,237,11,4,2016
WARD 8,6380,LAMBTON INDUSTRIAL,0,0,0,0,237,12,4,2016
