WARD,NEIGHBOURHOOD_NUMBER,NEIGHBOURHOOD_NAME,LENGTH_OF_RESIDENCE,OWNED,RENTED,NO_RESPONSE
Ward 11,6430,MCINTYRE INDUSTRIAL,Child less than 1 year,0,0,0
Ward 11,6430,MCINTYRE INDUSTRIAL,No Response,0,0,0
Ward 11,6450,MENISA,5 years or more,1531,89,14
Ward 11,6450,MENISA,No 3 years to less than 5 years,188,71,1
Ward 11,6450,MENISA,1 year to less than 3 years,128,130,3
Ward 11,6450,MENISA,Less than 1 year,107,121,3
Ward 11,6450,MENISA,Child less than 1 year,9,4,1
Ward 11,6450,MENISA,No Response,55,17,72
Ward 11,6460,MEYOKUMIN,5 years or more,1253,124,31
Ward 11,6460,MEYOKUMIN,No 3 years to less than 5 years,197,91,4
Ward 11,6460,MEYOKUMIN,1 year to less than 3 years,207,214,1
Ward 11,6460,MEYOKUMIN,Less than 1 year,98,183,8
Ward 11,6460,MEYOKUMIN,Child less than 1 year,21,15,0
Ward 11,6460,MEYOKUMIN,No Response,57,56,325
Ward 11,6470,MEYONOHK,5 years or more,1222,88,108
Ward 11,6470,MEYONOHK,No 3 years to less than 5 years,261,69,53
Ward 11,6470,MEYONOHK,1 year to less than 3 years,218,217,30
Ward 11,6470,MEYONOHK,Less than 1 year,111,182,20
Ward 11,6470,MEYONOHK,Child less than 1 year,13,17,7
Ward 11,6470,MEYONOHK,No Response,123,32,161
Ward 11,6480,MICHAELS PARK,5 years or more,1150,92,3
Ward 11,6480,MICHAELS PARK,No 3 years to less than 5 years,182,140,12
Ward 11,6480,MICHAELS PARK,1 year to less than 3 years,155,185,2
Ward 11,6480,MICHAELS PARK,Less than 1 year,76,164,4
Ward 11,6480,MICHAELS PARK,Child less than 1 year,5,14,0
Ward 11,6480,MICHAELS PARK,No Response,9,8,0
Ward 11,6492,MILL CREEK RAVINE SOUTH,5 years or more,0,0,0
Ward 11,6492,MILL CREEK RAVINE SOUTH,No 3 years to less than 5 years,0,0,0
Ward 11,6492,MILL CREEK RAVINE SOUTH,1 year to less than 3 years,0,0,0
Ward 11,6492,MILL CREEK RAVINE SOUTH,Less than 1 year,0,0,0
Ward 11,6492,MILL CREEK RAVINE SOUTH,Child less than 1 year,0,0,0
Ward 11,6492,MILL CREEK RAVINE SOUTH,No Response,0,0,0
Ward 11,6500,MILL WOODS GOLF COURSE,5 years or more,0,0,0
Ward 11,6500,MILL WOODS GOLF COURSE,No 3 years to less than 5 years,0,0,0
Ward 11,6500,MILL WOODS GOLF COURSE,1 year to less than 3 years,0,0,0
Ward 11,6500,MILL WOODS GOLF COURSE,Less than 1 year,0,0,0
Ward 11,6500,MILL WOODS GOLF COURSE,Child less than 1 year,0,0,0
Ward 11,6500,MILL WOODS GOLF COURSE,No Response,0,0,0
Ward 11,6510,MILL WOODS PARK,5 years or more,0,0,0
Ward 11,6510,MILL WOODS PARK,No 3 years to less than 5 years,0,0,0
Ward 11,6510,MILL WOODS PARK,1 year to less than 3 years,0,0,0
Ward 11,6510,MILL WOODS PARK,Less than 1 year,0,0,0
Ward 11,6510,MILL WOODS PARK,Child less than 1 year,0,0,0
Ward 11,6510,MILL WOODS PARK,No Response,0,0,0
Ward 11,6520,MILL WOODS TOWN CENTRE,5 years or more,326,61,1
Ward 11,6520,MILL WOODS TOWN CENTRE,No 3 years to less than 5 years,91,59,1
Ward 11,6520,MILL WOODS TOWN CENTRE,1 year to less than 3 years,40,155,1
Ward 11,6520,MILL WOODS TOWN CENTRE,Less than 1 year,51,211,1
Ward 11,6520,MILL WOODS TOWN CENTRE,Child less than 1 year,4,7,0
Ward 11,6520,MILL WOODS TOWN CENTRE,No Response,16,58,6
Ward 11,6540,MORRIS INDUSTRIAL,5 years or more,0,0,0
Ward 11,6540,MORRIS INDUSTRIAL,No 3 years to less than 5 years,0,0,0
Ward 11,6540,MORRIS INDUSTRIAL,1 year to less than 3 years,0,0,0
Ward 11,6540,MORRIS INDUSTRIAL,Less than 1 year,0,0,0
Ward 11,6540,MORRIS INDUSTRIAL,Child less than 1 year,0,0,0
Ward 11,6540,MORRIS INDUSTRIAL,No Response,0,0,0
Ward 11,6560,PAPASCHASE INDUSTRIAL,5 years or more,0,0,0
Ward 11,6560,PAPASCHASE INDUSTRIAL,No 3 years to less than 5 years,0,0,0
Ward 11,6560,PAPASCHASE INDUSTRIAL,1 year to less than 3 years,0,0,0
Ward 11,6560,PAPASCHASE INDUSTRIAL,Less than 1 year,0,0,0
Ward 11,6560,PAPASCHASE INDUSTRIAL,Child less than 1 year,0,0,0
Ward 11,6560,PAPASCHASE INDUSTRIAL,No Response,0,0,0
Ward 11,6570,PARSONS INDUSTRIAL,5 years or more,0,0,0
Ward 11,6570,PARSONS INDUSTRIAL,No 3 years to less than 5 years,0,0,0
Ward 11,6570,PARSONS INDUSTRIAL,1 year to less than 3 years,0,0,0
Ward 11,6570,PARSONS INDUSTRIAL,Less than 1 year,0,0,0
Ward 11,6570,PARSONS INDUSTRIAL,Child less than 1 year,0,0,0
Ward 11,6570,PARSONS INDUSTRIAL,No Response,0,0,0
Ward 11,6590,PYLYPOW INDUSTRIAL,5 years or more,0,0,0
Ward 11,6590,PYLYPOW INDUSTRIAL,No 3 years to less than 5 years,0,0,0
Ward 11,6590,PYLYPOW INDUSTRIAL,1 year to less than 3 years,0,0,0
Ward 11,6590,PYLYPOW INDUSTRIAL,Less than 1 year,0,0,0
Ward 11,6590,PYLYPOW INDUSTRIAL,Child less than 1 year,0,0,0
Ward 11,6590,PYLYPOW INDUSTRIAL,No Response,0,0,0
Ward 11,6600,RICHFIELD,5 years or more,1000,419,12
Ward 11,6600,RICHFIELD,No 3 years to less than 5 years,238,381,2
Ward 11,6600,RICHFIELD,1 year to less than 3 years,138,549,0
Ward 11,6600,RICHFIELD,Less than 1 year,64,376,11
Ward 11,6600,RICHFIELD,Child less than 1 year,16,30,2
Ward 11,6600,RICHFIELD,No Response,29,27,0
Ward 11,6610,RITCHIE,5 years or more,1141,272,18
Ward 11,6610,RITCHIE,No 3 years to less than 5 years,293,242,11
Ward 11,6610,RITCHIE,1 year to less than 3 years,248,392,8
Ward 11,6610,RITCHIE,Less than 1 year,205,575,13
Ward 11,6610,RITCHIE,Child less than 1 year,25,22,0
Ward 11,6610,RITCHIE,No Response,83,269,364
Ward 11,6640,ROPER INDUSTRIAL,5 years or more,0,0,0
Ward 11,6640,ROPER INDUSTRIAL,No 3 years to less than 5 years,0,0,0
Ward 11,6640,ROPER INDUSTRIAL,1 year to less than 3 years,0,0,0
Ward 11,6640,ROPER INDUSTRIAL,Less than 1 year,0,0,0
Ward 11,6640,ROPER INDUSTRIAL,Child less than 1 year,0,0,0
Ward 11,6640,ROPER INDUSTRIAL,No Response,0,0,0
Ward 11,6670,SAKAW,5 years or more,2030,217,22
Ward 11,6670,SAKAW,No 3 years to less than 5 years,284,221,0
Ward 11,6670,SAKAW,1 year to less than 3 years,253,334,2
Ward 11,6670,SAKAW,Less than 1 year,173,374,3
Ward 11,6670,SAKAW,Child less than 1 year,27,24,1
Ward 11,6670,SAKAW,No Response,62,28,52
Ward 11,6680,SATOO,5 years or more,1600,125,13
Ward 11,6680,SATOO,No 3 years to less than 5 years,261,177,2
Ward 11,6680,SATOO,1 year to less than 3 years,192,247,1
Ward 11,6680,SATOO,Less than 1 year,119,194,2
Ward 11,6680,SATOO,Child less than 1 year,14,21,0
Ward 11,6680,SATOO,No Response,343,37,41
Ward 11,6195,SOUTH EDMONTON COMMON,5 years or more,0,0,0
Ward 11,6195,SOUTH EDMONTON COMMON,No 3 years to less than 5 years,0,0,0
Ward 11,6195,SOUTH EDMONTON COMMON,1 year to less than 3 years,0,0,0
Ward 11,6195,SOUTH EDMONTON COMMON,Less than 1 year,0,0,0
Ward 11,6195,SOUTH EDMONTON COMMON,Child less than 1 year,0,0,0
Ward 11,6195,SOUTH EDMONTON COMMON,No Response,0,0,0
Ward 11,6690,SOUTHEAST INDUSTRIAL,5 years or more,0,0,0
Ward 11,6690,SOUTHEAST INDUSTRIAL,No 3 years to less than 5 years,0,0,0
Ward 11,6690,SOUTHEAST INDUSTRIAL,1 year to less than 3 years,0,0,0
Ward 11,6690,SOUTHEAST INDUSTRIAL,Less than 1 year,0,0,0
Ward 11,6690,SOUTHEAST INDUSTRIAL,Child less than 1 year,0,0,0
Ward 11,6690,SOUTHEAST INDUSTRIAL,No Response,0,0,0
Ward 11,6700,STRATHCONA INDUSTRIAL PARK,5 years or more,0,0,0
Ward 11,6700,STRATHCONA INDUSTRIAL PARK,No 3 years to less than 5 years,0,0,0
Ward 11,6700,STRATHCONA INDUSTRIAL PARK,1 year to less than 3 years,0,0,0
Ward 11,6700,STRATHCONA INDUSTRIAL PARK,Less than 1 year,0,0,0
Ward 11,6700,STRATHCONA INDUSTRIAL PARK,Child less than 1 year,0,0,0
Ward 11,6700,STRATHCONA INDUSTRIAL PARK,No Response,0,0,0
Ward 11,6720,TAWA,5 years or more,616,133,6
Ward 11,6720,TAWA,No 3 years to less than 5 years,187,99,4
Ward 11,6720,TAWA,1 year to less than 3 years,168,122,1
Ward 11,6720,TAWA,Less than 1 year,93,172,0
Ward 11,6720,TAWA,Child less than 1 year,9,7,0
Ward 11,6720,TAWA,No Response,67,86,143
Ward 11,6750,TIPASKAN,5 years or more,873,202,2
Ward 11,6750,TIPASKAN,No 3 years to less than 5 years,170,219,1
Ward 11,6750,TIPASKAN,1 year to less than 3 years,107,343,3
Ward 11,6750,TIPASKAN,Less than 1 year,61,484,8
Ward 11,6750,TIPASKAN,Child less than 1 year,6,20,0
Ward 11,6750,TIPASKAN,No Response,181,200,20
Ward 11,6760,TWEDDLE PLACE,5 years or more,1127,195,5
Ward 11,6760,TWEDDLE PLACE,No 3 years to less than 5 years,236,262,6
Ward 11,6760,TWEDDLE PLACE,1 year to less than 3 years,125,532,4
Ward 11,6760,TWEDDLE PLACE,Less than 1 year,78,509,0
Ward 11,6760,TWEDDLE PLACE,Child less than 1 year,11,15,0
Ward 11,6760,TWEDDLE PLACE,No Response,9,14,0
Ward 11,6780,WEIR INDUSTRIAL,5 years or more,43,7,1
Ward 11,6780,WEIR INDUSTRIAL,No 3 years to less than 5 years,2,4,0
Ward 11,6780,WEIR INDUSTRIAL,1 year to less than 3 years,3,4,0
Ward 11,6780,WEIR INDUSTRIAL,Less than 1 year,4,0,0
Ward 11,6780,WEIR INDUSTRIAL,Child less than 1 year,0,0,0
Ward 11,6780,WEIR INDUSTRIAL,No Response,2,0,12
Ward 12,6665,ANTHONY HENDAY SOUTHEAST,5 years or more,0,0,0
Ward 12,6665,ANTHONY HENDAY SOUTHEAST,No 3 years to less than 5 years,0,0,0
Ward 12,6665,ANTHONY HENDAY SOUTHEAST,1 year to less than 3 years,0,0,0
Ward 12,6665,ANTHONY HENDAY SOUTHEAST,Less than 1 year,0,0,0
Ward 12,6665,ANTHONY HENDAY SOUTHEAST,Child less than 1 year,0,0,0
Ward 12,6665,ANTHONY HENDAY SOUTHEAST,No Response,0,0,0
Ward 12,6030,BISSET,5 years or more,1562,161,28
Ward 12,6030,BISSET,No 3 years to less than 5 years,236,152,1
Ward 12,6030,BISSET,1 year to less than 3 years,215,292,6
Ward 12,6030,BISSET,Child less than 1 year,24,24,0
Ward 12,6030,BISSET,No Response,252,197,155
Ward 12,6661,CHARLESWORTH,5 years or more,58,0,0
Ward 12,6661,CHARLESWORTH,No 3 years to less than 5 years,943,32,10
Ward 12,6661,CHARLESWORTH,1 year to less than 3 years,916,102,12
Ward 12,6661,CHARLESWORTH,Less than 1 year,344,86,9
Ward 12,6661,CHARLESWORTH,Child less than 1 year,54,3,0
Ward 12,6661,CHARLESWORTH,No Response,274,29,69
Ward 12,6140,CRAWFORD PLAINS,5 years or more,2120,123,28
Ward 12,6140,CRAWFORD PLAINS,No 3 years to less than 5 years,424,165,2
Ward 12,6140,CRAWFORD PLAINS,1 year to less than 3 years,286,236,9
Ward 12,6140,CRAWFORD PLAINS,Less than 1 year,177,274,7
Ward 12,6140,CRAWFORD PLAINS,Child less than 1 year,45,18,2
Ward 12,6140,CRAWFORD PLAINS,No Response,166,74,230
Ward 12,6150,DALY GROVE,5 years or more,1680,153,8
Ward 12,6150,DALY GROVE,No 3 years to less than 5 years,280,160,2
Ward 12,6150,DALY GROVE,1 year to less than 3 years,200,301,0
Ward 12,6150,DALY GROVE,Less than 1 year,145,380,1
Ward 12,6150,DALY GROVE,Child less than 1 year,23,20,0
Ward 12,6150,DALY GROVE,No Response,44,26,125
Ward 12,6211,ELLERSLIE,5 years or more,2052,84,7
Ward 12,6211,ELLERSLIE,No 3 years to less than 5 years,877,128,9
Ward 12,6211,ELLERSLIE,1 year to less than 3 years,572,270,3
Ward 12,6211,ELLERSLIE,Less than 1 year,268,318,12
Ward 12,6211,ELLERSLIE,Child less than 1 year,84,15,1
Ward 12,6211,ELLERSLIE,No Response,354,64,444
Ward 12,6214,ELLERSLIE INDUSTRIAL,5 years or more,0,0,0
Ward 12,6214,ELLERSLIE INDUSTRIAL,No 3 years to less than 5 years,0,0,0
Ward 12,6214,ELLERSLIE INDUSTRIAL,1 year to less than 3 years,0,0,0
Ward 12,6214,ELLERSLIE INDUSTRIAL,Less than 1 year,0,0,0
Ward 12,6214,ELLERSLIE INDUSTRIAL,Child less than 1 year,0,0,0
Ward 12,6214,ELLERSLIE INDUSTRIAL,No Response,0,0,0
Ward 12,6330,JACKSON HEIGHTS,5 years or more,2435,34,31
Ward 12,6330,JACKSON HEIGHTS,No 3 years to less than 5 years,285,53,0
Ward 12,6330,JACKSON HEIGHTS,1 year to less than 3 years,276,61,5
Ward 12,6330,JACKSON HEIGHTS,Less than 1 year,138,81,3
Ward 12,6330,JACKSON HEIGHTS,Child less than 1 year,29,7,0
Ward 12,6330,JACKSON HEIGHTS,No Response,377,13,98
Ward 12,6370,KINISKI GARDENS,5 years or more,3802,110,34
Ward 12,6370,KINISKI GARDENS,No 3 years to less than 5 years,676,98,5
Ward 12,6370,KINISKI GARDENS,1 year to less than 3 years,502,229,5
Ward 12,6370,KINISKI GARDENS,Less than 1 year,282,253,2
Ward 12,6370,KINISKI GARDENS,Child less than 1 year,73,5,1
Ward 12,6370,KINISKI GARDENS,No Response,213,64,284
Ward 12,6390,LARKSPUR,5 years or more,2873,31,8
Ward 12,6390,LARKSPUR,No 3 years to less than 5 years,481,74,3
Ward 12,6390,LARKSPUR,1 year to less than 3 years,447,152,2
Ward 12,6390,LARKSPUR,Less than 1 year,293,182,12
Ward 12,6390,LARKSPUR,Child less than 1 year,54,8,2
Ward 12,6390,LARKSPUR,No Response,113,44,167
Ward 12,6444,LAUREL,5 years or more,3,0,0
Ward 12,6444,LAUREL,No 3 years to less than 5 years,93,5,0
Ward 12,6444,LAUREL,1 year to less than 3 years,651,168,3
Ward 12,6444,LAUREL,Less than 1 year,466,121,0
Ward 12,6444,LAUREL,Child less than 1 year,24,5,0
Ward 12,6444,LAUREL,No Response,12,29,26
Ward 12,6441,MAPLE,5 years or more,0,0,0
Ward 12,6441,MAPLE,No 3 years to less than 5 years,0,0,0
Ward 12,6441,MAPLE,1 year to less than 3 years,0,0,0
Ward 12,6441,MAPLE,Less than 1 year,0,0,0
Ward 12,6441,MAPLE,Child less than 1 year,0,0,0
Ward 12,6441,MAPLE,No Response,0,0,0
Ward 12,6440,MEADOWS AREA,5 years or more,0,0,0
Ward 12,6440,MEADOWS AREA,No 3 years to less than 5 years,0,0,0
Ward 12,6440,MEADOWS AREA,1 year to less than 3 years,0,0,0
Ward 12,6440,MEADOWS AREA,Less than 1 year,0,0,0
Ward 12,6440,MEADOWS AREA,Child less than 1 year,0,0,0
Ward 12,6440,MEADOWS AREA,No Response,0,0,0
Ward 12,6530,MINCHAU,5 years or more,1526,113,18
Ward 12,6530,MINCHAU,No 3 years to less than 5 years,289,87,15
Ward 12,6530,MINCHAU,1 year to less than 3 years,165,201,5
Ward 12,6530,MINCHAU,Less than 1 year,90,244,6
Ward 12,6530,MINCHAU,Child less than 1 year,23,12,1
Ward 12,6530,MINCHAU,No Response,67,61,178
Ward 12,6580,POLLARD MEADOWS,5 years or more,1706,253,4
Ward 12,6580,POLLARD MEADOWS,No 3 years to less than 5 years,425,287,6
Ward 12,6580,POLLARD MEADOWS,1 year to less than 3 years,269,559,4
Ward 12,6580,POLLARD MEADOWS,Less than 1 year,116,578,12
Ward 12,6580,POLLARD MEADOWS,Child less than 1 year,26,26,0
Ward 12,6580,POLLARD MEADOWS,No Response,90,127,73
Ward 12,6660,RURAL SOUTH EAST,5 years or more,123,13,2
Ward 12,6660,RURAL SOUTH EAST,No 3 years to less than 5 years,8,7,0
Ward 12,6660,RURAL SOUTH EAST,1 year to less than 3 years,11,8,0
Ward 12,6660,RURAL SOUTH EAST,Less than 1 year,7,5,0
Ward 12,6660,RURAL SOUTH EAST,Child less than 1 year,1,0,0
Ward 12,6660,RURAL SOUTH EAST,No Response,6,0,2
Ward 12,6442,SILVER BERRY,5 years or more,2476,50,10
Ward 12,6442,SILVER BERRY,No 3 years to less than 5 years,1628,156,13
Ward 12,6442,SILVER BERRY,1 year to less than 3 years,1286,295,11
Ward 12,6442,SILVER BERRY,Less than 1 year,649,328,12
Ward 12,6442,SILVER BERRY,Child less than 1 year,122,22,4
Ward 12,6442,SILVER BERRY,No Response,446,66,473
Ward 12,6213,SUMMERSIDE,5 years or more,1276,14,8
Ward 12,6213,SUMMERSIDE,No 3 years to less than 5 years,1459,54,19
Ward 12,6213,SUMMERSIDE,1 year to less than 3 years,1630,149,26
Ward 12,6213,SUMMERSIDE,Less than 1 year,1043,200,28
Ward 12,6213,SUMMERSIDE,Child less than 1 year,126,8,2
Ward 12,6213,SUMMERSIDE,No Response,334,50,1534
Ward 12,6443,TAMARACK,5 years or more,0,0,0
Ward 12,6443,TAMARACK,No 3 years to less than 5 years,515,22,0
Ward 12,6443,TAMARACK,1 year to less than 3 years,843,56,1
Ward 12,6443,TAMARACK,Less than 1 year,369,30,1
Ward 12,6443,TAMARACK,Child less than 1 year,38,3,0
Ward 12,6443,TAMARACK,No Response,153,5,312
Ward 12,6216,THE ORCHARDS AT ELLERSLIE,5 years or more,0,0,0
Ward 12,6216,THE ORCHARDS AT ELLERSLIE,No 3 years to less than 5 years,0,0,0
Ward 12,6216,THE ORCHARDS AT ELLERSLIE,1 year to less than 3 years,0,0,0
Ward 12,6216,THE ORCHARDS AT ELLERSLIE,Less than 1 year,0,0,0
Ward 12,6216,THE ORCHARDS AT ELLERSLIE,Child less than 1 year,0,0,0
Ward 12,6216,THE ORCHARDS AT ELLERSLIE,No Response,0,0,0
Ward 12,6662,WALKER,5 years or more,0,0,0
Ward 12,6662,WALKER,No 3 years to less than 5 years,122,2,0
Ward 12,6662,WALKER,1 year to less than 3 years,793,16,2
Ward 12,6662,WALKER,Less than 1 year,686,37,7
Ward 12,6662,WALKER,Child less than 1 year,46,2,0
Ward 12,6662,WALKER,No Response,110,26,187
Ward 12,6770,WEINLOS,5 years or more,1529,162,27
Ward 12,6770,WEINLOS,No 3 years to less than 5 years,350,107,3
Ward 12,6770,WEINLOS,1 year to less than 3 years,264,244,9
Ward 12,6770,WEINLOS,Less than 1 year,112,274,8
Ward 12,6770,WEINLOS,Child less than 1 year,13,13,0
Ward 12,6770,WEINLOS,No Response,133,98,86
Ward 12,6790,WILD ROSE,5 years or more,3678,48,31
Ward 12,6790,WILD ROSE,No 3 years to less than 5 years,1421,98,8
Ward 12,6790,WILD ROSE,1 year to less than 3 years,848,134,13
Ward 12,6790,WILD ROSE,Less than 1 year,459,167,1
Ward 12,6790,WILD ROSE,Child less than 1 year,92,7,0
Ward 12,6790,WILD ROSE,No Response,597,49,360
